,zip_code,prefecture,city,area,lat,long
276,1007011,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(11-KAI),,
277,1007012,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(12-KAI),,
278,1007013,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(13-KAI),,
279,1007014,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(14-KAI),,
280,1007015,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(15-KAI),,
281,1007016,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(16-KAI),,
282,1007017,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(17-KAI),,
283,1007018,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(18-KAI),,
284,1007019,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(19-KAI),,
285,1007020,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(20-KAI),,
286,1007021,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(21-KAI),,
287,1007022,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(22-KAI),,
288,1007023,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(23-KAI),,
289,1007024,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(24-KAI),,
290,1007025,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(25-KAI),,
291,1007026,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(26-KAI),,
292,1007027,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(27-KAI),,
293,1007028,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(28-KAI),,
294,1007029,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(29-KAI),,
295,1007030,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(30-KAI),,
296,1007031,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(31-KAI),,
297,1007032,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(32-KAI),,
298,1007033,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(33-KAI),,
299,1007034,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(34-KAI),,
300,1007035,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(35-KAI),,
301,1007036,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(36-KAI),,
302,1007037,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(37-KAI),,
303,1007038,TOKYO TO,CHIYODA KU,MARUNOCHI JIEIPITAWA(38-KAI),,
304,1006590,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(C,,
305,1006501,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
306,1006502,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
307,1006503,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
308,1006504,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(4,,
309,1006505,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(5,,
310,1006506,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(6,,
311,1006507,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(7,,
312,1006508,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(8,,
313,1006509,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(9,,
314,1006510,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
315,1006511,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
316,1006512,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
317,1006513,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
318,1006514,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
319,1006515,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
320,1006516,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
321,1006517,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
322,1006518,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
323,1006519,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(1,,
324,1006520,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
325,1006521,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
326,1006522,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
327,1006523,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
328,1006524,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
329,1006525,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
330,1006526,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
331,1006527,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
332,1006528,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
333,1006529,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(2,,
334,1006530,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
335,1006531,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
336,1006532,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
337,1006533,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
338,1006534,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
339,1006535,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
340,1006536,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
341,1006537,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
342,1006538,TOKYO TO,CHIYODA KU,MARUNOCHI SHIMMARUNOCHIBIRUDEINGU(3,,
343,1006490,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(CHIKAI.KA,,
344,1006401,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(1-KAI),,
345,1006402,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(2-KAI),,
346,1006403,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(3-KAI),,
347,1006404,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(4-KAI),,
348,1006405,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(5-KAI),,
349,1006406,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(6-KAI),,
350,1006407,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(7-KAI),,
351,1006408,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(8-KAI),,
352,1006409,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(9-KAI),,
353,1006410,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(10-KAI),,
354,1006411,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(11-KAI),,
355,1006412,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(12-KAI),,
356,1006413,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(13-KAI),,
357,1006414,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(14-KAI),,
358,1006415,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(15-KAI),,
359,1006416,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(16-KAI),,
360,1006417,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(17-KAI),,
361,1006418,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(18-KAI),,
362,1006419,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(19-KAI),,
363,1006420,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(20-KAI),,
364,1006421,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(21-KAI),,
365,1006422,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(22-KAI),,
366,1006423,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(23-KAI),,
367,1006424,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(24-KAI),,
368,1006425,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(25-KAI),,
369,1006426,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(26-KAI),,
370,1006427,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(27-KAI),,
371,1006428,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(28-KAI),,
372,1006429,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(29-KAI),,
373,1006430,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(30-KAI),,
374,1006431,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(31-KAI),,
375,1006432,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(32-KAI),,
376,1006433,TOKYO TO,CHIYODA KU,MARUNOCHI TOKYOBIRUDEINGU(33-KAI),,
377,1006290,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
378,1006201,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
379,1006202,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
380,1006203,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
381,1006204,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
382,1006205,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
383,1006206,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
384,1006207,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
385,1006208,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
386,1006209,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
387,1006210,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
388,1006211,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
389,1006212,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
390,1006213,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
391,1006214,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
392,1006215,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
393,1006216,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
394,1006217,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
395,1006218,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
396,1006219,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
397,1006220,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
398,1006221,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
399,1006222,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
400,1006223,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
401,1006224,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
402,1006225,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
403,1006226,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
404,1006227,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
405,1006228,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
406,1006229,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
407,1006230,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
408,1006231,TOKYO TO,CHIYODA KU,MARUNOCHI PASHIFUIKKUSENCHURIPUREIS,,
409,1006990,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(C,,
410,1006901,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
411,1006902,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
412,1006903,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(3,,
413,1006904,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(4,,
414,1006905,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(5,,
415,1006906,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(6,,
416,1006907,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(7,,
417,1006908,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(8,,
418,1006909,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(9,,
419,1006910,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
420,1006911,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
421,1006912,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
422,1006913,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
423,1006914,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
424,1006915,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
425,1006916,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
426,1006917,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
427,1006918,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
428,1006919,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(1,,
429,1006920,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
430,1006921,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
431,1006922,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
432,1006923,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
433,1006924,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
434,1006925,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
435,1006926,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
436,1006927,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
437,1006928,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
438,1006929,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(2,,
439,1006930,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(3,,
440,1006931,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(3,,
441,1006932,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(3,,
442,1006933,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(3,,
443,1006934,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIPAKUBIRUDEINGU(3,,
444,1006390,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(CHIKA,,
445,1006301,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(1-KAI,,
446,1006302,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(2-KAI,,
447,1006303,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(3-KAI,,
448,1006304,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(4-KAI,,
449,1006305,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(5-KAI,,
450,1006306,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(6-KAI,,
451,1006307,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(7-KAI,,
452,1006308,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(8-KAI,,
453,1006309,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(9-KAI,,
454,1006310,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(10-KA,,
455,1006311,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(11-KA,,
456,1006312,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(12-KA,,
457,1006313,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(13-KA,,
458,1006314,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(14-KA,,
459,1006315,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(15-KA,,
460,1006316,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(16-KA,,
461,1006317,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(17-KA,,
462,1006318,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(18-KA,,
463,1006319,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(19-KA,,
464,1006320,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(20-KA,,
465,1006321,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(21-KA,,
466,1006322,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(22-KA,,
467,1006323,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(23-KA,,
468,1006324,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(24-KA,,
469,1006325,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(25-KA,,
470,1006326,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(26-KA,,
471,1006327,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(27-KA,,
472,1006328,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(28-KA,,
473,1006329,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(29-KA,,
474,1006330,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(30-KA,,
475,1006331,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(31-KA,,
476,1006332,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(32-KA,,
477,1006333,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(33-KA,,
478,1006334,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(34-KA,,
479,1006335,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(35-KA,,
480,1006336,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(36-KA,,
481,1006337,TOKYO TO,CHIYODA KU,MARUNOCHI MARUNOCHIBIRUDEINGU(37-KA,,
482,1000006,TOKYO TO,CHIYODA KU,YURAKUCHO,35.6745791,139.7648461
483,1020081,TOKYO TO,CHIYODA KU,YOMBANCHO,,
484,1020085,TOKYO TO,CHIYODA KU,ROKUBANCHO,35.6888218,139.73482255
485,1030000,TOKYO TO,CHUO KU,IKANIKEISAIGANAIBAAI,,
486,1040044,TOKYO TO,CHUO KU,AKASHICHO,35.6656148,139.7784344
487,1040042,TOKYO TO,CHUO KU,IRIFUNE,35.6710197,139.777796
488,1040054,TOKYO TO,CHUO KU,KACHIDOKI,,
489,1040031,TOKYO TO,CHUO KU,KYOBASHI,35.676696,139.7700412
490,1040061,TOKYO TO,CHUO KU,GINZA,35.6707875,139.7658253
491,1040033,TOKYO TO,CHUO KU,SHINKAWA,35.681551,139.5686095
492,1040041,TOKYO TO,CHUO KU,SHINTOMI,35.673294,139.775766
493,1040052,TOKYO TO,CHUO KU,TSUKISHIMA,35.6627718,139.781962
494,1040045,TOKYO TO,CHUO KU,TSUKIJI,35.6680848,139.7725918
495,1040051,TOKYO TO,CHUO KU,TSUKUDA,35.6675972,139.7853459
496,1040055,TOKYO TO,CHUO KU,TOYOMICHO,35.6533124,139.7693873
497,1030027,TOKYO TO,CHUO KU,NIHOMBASHI (TSUGINOBIRUONOZOKU),,
498,1036090,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(CHIK,,
499,1036001,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(1-KA,,
500,1036002,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(2-KA,,
501,1036003,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(3-KA,,
502,1036004,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(4-KA,,
503,1036005,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(5-KA,,
504,1036006,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(6-KA,,
505,1036007,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(7-KA,,
506,1036008,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(8-KA,,
507,1036009,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(9-KA,,
508,1036010,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(10-K,,
509,1036011,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(11-K,,
510,1036012,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(12-K,,
511,1036013,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(13-K,,
512,1036014,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(14-K,,
513,1036015,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(15-K,,
514,1036016,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(16-K,,
515,1036017,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(17-K,,
516,1036018,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(18-K,,
517,1036019,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(19-K,,
518,1036020,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(20-K,,
519,1036021,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(21-K,,
520,1036022,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(22-K,,
521,1036023,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(23-K,,
522,1036024,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(24-K,,
523,1036025,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(25-K,,
524,1036026,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(26-K,,
525,1036027,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(27-K,,
526,1036028,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(28-K,,
527,1036029,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(29-K,,
528,1036030,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(30-K,,
529,1036031,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(31-K,,
530,1036032,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(32-K,,
531,1036033,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(33-K,,
532,1036034,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(34-K,,
533,1036035,TOKYO TO,CHUO KU,NIHOMBASHI TOKYONIHOMBASHITAWA(35-K,,
534,1036190,TOKYO TO,CHUO KU,NIHOMBASHI NIHOMBASHITAKASHIMAYAMIT,,
